"","ID","model","status","mu_UT_MLE","mu_UT_lower_bound","mu_UT_upper_bound","fitm_UT_MLE","fitm_UT_lower_bound","fitm_UT_upper_bound","mu_S_MLE","mu_S_lower_bound","mu_S_upper_bound","fitm_S_MLE","fitm_S_lower_bound","fitm_S_upper_bound","fitm_ratio_MLE","fitm_ratio_lower_bound","fitm_ratio_upper_bound","M_MLE","M_lower_bound","M_upper_bound","mu_off_MLE","mu_off_lower_bound","mu_off_upper_bound","S_MLE","S_lower_bound","S_upper_bound","mu_on_MLE","mu_on_lower_bound","mu_on_upper_bound","f_on_MLE","f_on_lower_bound","f_on_upper_bound","rel_div_on_MLE","rel_div_on_lower_bound","rel_div_on_upper_bound","mu_inc_MLE","mu_inc_lower_bound","mu_inc_upper_bound","LL","AIC","BIC"
"134","Dapa_MMC_24h","hom_wo_fitm","success","1.44388267285201e-08","1.22820343149587e-08","1.67446663071947e-08","1","1","1","5.28763761930805e-08","4.64205189978362e-08","1.63781072692109e-07","1","1","1","1","1","1","3.66209645612252","2.77225703673119","13.3350118141776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-240.025800731107","484.051601462214","480.051601462214"
"135","Dapa_MMC_24h","hom_fitm","success","1.89642172422082e-08","1.388135984695e-08","2.52633173167027e-08","0.848767802808402","0","0.999301559166847","1.23223983513699e-07","8.11472156175274e-08","1.7731207811472e-07","0.848767802808402","0","0.999301559166847","1","1","1","6.49770997346744","0.213232385632782","7.95578080744645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-233.239960267084","472.479920534168","479.626000438189"
"136","Dapa_MMC_24h","hom_fitm_unconstr","success","1.77456911931213e-08","1.26407292352138e-08","2.41479727127444e-08","0.88428862127776","0","1.05612338706095","1.80060896464277e-07","8.70227857776622e-08","5.16502798397921e-07","0.639202933210278","0","1.01469426536466","0.722844236406273","0","Inf","10.1467389748151","3.6037304999825","40.8602058304578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-232.449575031173","472.899150062347","473.663203331694"
"137","Dapa_MMC_24h","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44742808192714e-08","1.23183640068588e-08","1.67787127786865e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-233.888112127827","471.776224255655","476.540277525002"
"138","Dapa_MMC_24h","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.55220552268901e-05","2.22034674455347e-16","19467936.0979259","1.44278965491676e-08","1.22787159040563e-08","1.67405577668128e-08","32.1812845956655","19.0391247577618","7103.70718482185","3.57132339192537e-13","1.79321342967644e-24","0.281206621414881","0.999999230829802","0.999910554053464","1","1.27496685658107e-06","0","2931051.8490758","2.47529040685519e-05","1.11012371992832e-16","19475699.3852768","-233.418570438685","474.83714087737","484.365247416066"
"139","Dapa_MMC_48h","no_SIM","success","2.07548371612522e-08","1.99632495946515e-08","3.10660371020255e-08","1","1","1","2.07548371612522e-08","1.99632495946515e-08","3.10660371020255e-08","1","1","1","1","1","1","1","1","1","2.07548371612522e-08","1.99632495946515e-08","3.10660371020255e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-311.375262403632","624.750524807263","627.16936541506"
"140","Dapa_MMC_48h","hom_wo_fitm","success","2.07548371612522e-08","1.95105355189488e-08","2.74262038544367e-08","1","1","1","5.72827408758372e-08","5.22689532765588e-08","2.88317845274415e-07","1","1","1","1","1","1","2.75997062423501","1.90580342631353","14.7775464694139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-289.966738002133","583.933476004265","579.933476004265"
"141","Dapa_MMC_48h","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"142","Dapa_MMC_48h","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"143","Dapa_MMC_48h","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"144","Dapa_MMC_48h","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"145","Frenoy_H2O2_1","no_SIM","success","1.69085164581165e-08","1.35545745093667e-08","2.05783516958129e-08","1","1","1","1.69085164581165e-08","1.35545745093667e-08","2.05783516958129e-08","1","1","1","1","1","1","1","1","1","1.69085164581165e-08","1.35545745093667e-08","2.05783516958129e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-260.435169119337","522.870338238675","524.720485840385"
"146","Frenoy_H2O2_1","hom_wo_fitm","success","9.35201661811465e-09","6.66974691621746e-09","1.24770681024727e-08","1","1","1","4.19271599275695e-08","3.54310742567115e-08","4.82566111605406e-08","1","1","1","1","1","1","4.48322128153168","2.8396955090507","7.23514876452132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-223.606141965333","451.212283930665","447.212283930665"
"147","Frenoy_H2O2_1","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"148","Frenoy_H2O2_1","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"149","Frenoy_H2O2_1","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.36365686752092e-08","1.04958183314783e-08","1.7143685691498e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-246.76535664939","497.530713298779","501.231008502199"
"150","Frenoy_H2O2_1","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"151","Frenoy_H2O2_2","no_SIM","success","1.70820073779753e-08","1.35701423534726e-08","2.09964067209485e-08","1","1","1","1.70820073779753e-08","1.35701423534726e-08","2.09964067209485e-08","1","1","1","1","1","1","1","1","1","1.70820073779753e-08","1.35701423534726e-08","2.09964067209485e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-281.427146139312","564.854292278623","566.725493289531"
"152","Frenoy_H2O2_2","hom_wo_fitm","success","9.35201661811465e-09","6.66974691621746e-09","1.24770681024727e-08","1","1","1","6.2295621451904e-08","5.40846822641187e-08","7.02597246621042e-08","1","1","1","1","1","1","6.66119661627191","4.33472686210634","10.5340915546987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-220.872185554524","445.744371109048","441.744371109048"
"153","Frenoy_H2O2_2","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"154","Frenoy_H2O2_2","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"155","Frenoy_H2O2_2","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.11180580091781e-08","8.34757027290715e-09","1.42799786119121e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-223.111809525523","450.223619051047","453.966021072863"
"156","Frenoy_H2O2_2","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"157","Frenoy_H2O2_3","no_SIM","success","1.51936209029314e-08","1.19883144440407e-08","1.88017008450893e-08","1","1","1","1.51936209029314e-08","1.19883144440407e-08","1.88017008450893e-08","1","1","1","1","1","1","1","1","1","1.51936209029314e-08","1.19883144440407e-08","1.88017008450893e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-325.230251817478","652.460503634956","654.331704645864"
"158","Frenoy_H2O2_3","hom_wo_fitm","success","9.35201661811465e-09","6.66974691621746e-09","1.24770681024727e-08","1","1","1","1.89181344786438e-07","1.6562426707037e-07","2.11818790595378e-07","1","1","1","1","1","1","20.2289359088603","13.2742937451424","31.7581451374626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-226.11043143777","456.22086287554","452.22086287554"
"159","Frenoy_H2O2_3","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"160","Frenoy_H2O2_3","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"161","Frenoy_H2O2_3","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.14786677075232e-08","8.63556721939673e-09","1.47281532857649e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-232.79610066934","469.592201338679","473.334603360495"
"162","Frenoy_H2O2_3","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"163","Frenoy_H2O2","no_SIM","success","1.01521514589634e-08","9.30655904326219e-09","1.10254392839759e-08","1","1","1","1.01521514589634e-08","9.30655904326219e-09","1.10254392839759e-08","1","1","1","1","1","1","1","1","1","1.01521514589634e-08","9.30655904326219e-09","1.10254392839759e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1304.21850222792","2610.43700445585","2613.8486505077"
"164","Frenoy_H2O2","hom_wo_fitm","success","8.32314969249948e-09","7.5065122344652e-09","9.16988408837401e-09","1","1","1","7.00078018564788e-08","6.43761610881151e-08","7.55391208024187e-08","1","1","1","1","1","1","8.41121503792816","7.02038984001271","10.0631449657259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1091.97778713969","2187.95557427937","2183.95557427937"
"165","Frenoy_H2O2","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"166","Frenoy_H2O2","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"167","Frenoy_H2O2","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.17758917678307e-09","8.35195361844446e-09","1.00313780787185e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-1162.60257418705","2329.20514837411","2336.02844047782"
"168","Frenoy_H2O2","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"169","Frenoy_Kan_1","no_SIM","success","1.13777957799819e-08","9.26566615360073e-09","1.36781405492476e-08","1","1","1","1.13777957799819e-08","9.26566615360073e-09","1.36781405492476e-08","1","1","1","1","1","1","1","1","1","1.13777957799819e-08","9.26566615360073e-09","1.36781405492476e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-177.365148495171","356.730296990343","358.601498001251"
"170","Frenoy_Kan_1","hom_wo_fitm","success","9.35201661811465e-09","6.66974691621746e-09","1.24770681024727e-08","1","1","1","1.33499224555372e-08","1.02771022703578e-08","1.67363961073792e-08","1","1","1","1","1","1","1.42749131023556","0.823679263906646","2.5093000255654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-175.757783721003","355.515567442006","351.515567442006"
"171","Frenoy_Kan_1","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"172","Frenoy_Kan_1","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"173","Frenoy_Kan_1","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.35258681850806e-09","6.93075572099546e-09","1.21481977754218e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-174.911935423855","353.823870847711","357.566272869526"
"174","Frenoy_Kan_1","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"175","Frenoy_Kan_2","no_SIM","success","1.13434986109906e-08","8.95216316742289e-09","1.4019460402185e-08","1","1","1","1.13434986109906e-08","8.95216316742289e-09","1.4019460402185e-08","1","1","1","1","1","1","1","1","1","1.13434986109906e-08","8.95216316742289e-09","1.4019460402185e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-158.432843899562","318.865687799123","320.736888810031"
"176","Frenoy_Kan_2","hom_wo_fitm","success","9.35201661811465e-09","6.66974691621746e-09","1.24770681024727e-08","1","1","1","1.52602296526021e-08","1.07621198790025e-08","2.05702977106368e-08","1","1","1","1","1","1","1.63175818390264","0.862551986621735","3.08411967785767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-156.194138113588","316.388276227175","312.388276227175"
"177","Frenoy_Kan_2","hom_fitm","success","9.06034474494465e-09","5.85275519733278e-09","1.31452504637464e-08","1.03130517204774","0","1.32866070502055","1.48190935817923e-08","9.6277492192151e-09","2.14695953073551e-08","1.03130517204774","0","1.32866070502055","1","1","1","1.6355993065342","0.159759975557461","2.18414451610906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-156.163065589975","318.32613117995","323.939734212673"
"178","Frenoy_Kan_2","hom_fitm_unconstr","success","7.37920805836757e-09","4.3478414504715e-09","1.14643325830134e-08","1.25153709783259","0","1.77692178291301","2.08353276432606e-08","1.24835110121203e-08","3.26519133149044e-08","0.712727502181497","0","1.08659227239263","0.569481722448177","0","Inf","2.8235181171826","1.08889993566804","7.50991352533416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-153.943221446556","315.886442893113","315.628844914928"
"179","Frenoy_Kan_2","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.49522901319188e-09","6.93044998325529e-09","1.24624080186541e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-155.773848146407","315.547696292814","319.29009831463"
"180","Frenoy_Kan_2","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.80585527748198e-07","2.22042653025376e-16","40779.8983830311","9.31569016008411e-09","6.64460685746517e-09","1.24324387030422e-08","6.15083380887839","0.570398587292117","1898.66098519584","6.25479220152835e-15","1.15848690736744e-24","0.000381311473352838","0.999999890839929","0.999982396062022","1","2.50927642007783e-07","0","24994.5999497035","6.71425529836629e-07","1.11020350562861e-16","40788.3958676824","-155.06878916259","318.137578325181","325.622382368812"
"181","Frenoy_Kan_3","no_SIM","success","4.52714103658596e-09","3.73489328740587e-09","5.38230222285996e-09","1","1","1","4.52714103658596e-09","3.73489328740587e-09","5.38230222285996e-09","1","1","1","1","1","1","1","1","1","4.52714103658596e-09","3.73489328740587e-09","5.38230222285996e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-180.077357831288","362.154715662576","364.025916673483"
"182","Frenoy_Kan_3","hom_wo_fitm","success","4.34081149076413e-09","3.34275378339075e-09","5.43467616477302e-09","1","1","1","4.81488939214641e-09","3.55954883260044e-09","6.25130704849375e-09","1","1","1","1","1","1","1.10921411869439","0.654969813228807","1.87010693983949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-179.927233112764","363.854466225528","359.854466225528"
"183","Frenoy_Kan_3","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"184","Frenoy_Kan_3","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"185","Frenoy_Kan_3","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"186","Frenoy_Kan_3","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"187","Frenoy_Kan_4","no_SIM","success","4.81949065761773e-09","3.98798719142514e-09","5.7121954529022e-09","1","1","1","4.81949065761773e-09","3.98798719142514e-09","5.7121954529022e-09","1","1","1","1","1","1","1","1","1","4.81949065761773e-09","3.98798719142514e-09","5.7121954529022e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-173.707931066468","349.415862132937","351.222524622707"
"188","Frenoy_Kan_4","hom_wo_fitm","success","4.34081149076413e-09","3.34275378339075e-09","5.43467616477302e-09","1","1","1","5.67858805033373e-09","4.24439505252713e-09","7.28686837085082e-09","1","1","1","1","1","1","1.30818582249332","0.7809839857688","2.17989982003979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-172.667881530659","349.335763061318","345.335763061318"
"189","Frenoy_Kan_4","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"190","Frenoy_Kan_4","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"191","Frenoy_Kan_4","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"192","Frenoy_Kan_4","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"193","Frenoy_Kan","no_SIM","success","7.79046226162581e-09","7.16068915328207e-09","8.44139355498444e-09","1","1","1","7.79046226162581e-09","7.16068915328207e-09","8.44139355498444e-09","1","1","1","1","1","1","1","1","1","7.79046226162581e-09","7.16068915328207e-09","8.44139355498444e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1000.15028807067","2002.30057614134","2005.80590767727"
"194","Frenoy_Kan","hom_wo_fitm","success","8.32314969249948e-09","7.5065122344652e-09","9.16988408837401e-09","1","1","1","6.95501187506905e-09","6.00346174775437e-09","7.97074232238766e-09","1","1","1","1","1","1","0.835622586643689","0.654693307995662","1.0618436463463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-998.03028330299","2000.06056660598","1996.06056660598"
"195","Frenoy_Kan","hom_fitm","success","7.28497226839404e-09","6.20808433975511e-09","8.46023664078957e-09","1.10784210388153","0","1.2098402080405","6.23217765956384e-09","5.20206438946817e-09","7.36771250814881e-09","1.10784210388153","0","1.2098402080405","1","1","1","0.85548406087999","0.115289996846758","0.951316413112969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-995.227064623627","1996.45412924725","2006.97012385505"
"196","Frenoy_Kan","hom_fitm_unconstr","success","6.56841860824996e-09","5.46327854675209e-09","7.78959820127986e-09","1.19723439027219","0","1.3328526095115","7.78698166641277e-09","6.22290897569436e-09","9.55864335839264e-09","0.89730032762046","0","1.05701567575125","0.749477575077393","0","Inf","1.18551848334275","0.798874192852708","1.7496166956516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-990.988688466831","1989.97737693366","1992.98804000553"
"197","Frenoy_Kan","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.79044296520789e-09","7.16068915001923e-09","8.44139355168381e-09","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-1000.15028809195","2004.30057618391","2011.31123925577"
"198","Frenoy_Kan","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.01956814350353e-08","2.22044604068825e-16","0.999987558260501","8.33317652048536e-09","7.49592010123335e-09","9.20707448925977e-09","0.0470975811134453","0","322.726482688623","1.13179266596677e-17","0","1.70810191202309e-15","0.999999971162495","0.999999680935679","1","6.30072041491042e-09","0","25525.9738384922","1.35817675670795e-09","0","1.86401127574984e-07","-997.960429824654","2003.92085964931","2017.94218579304"
"199","Frenoy_Nor_1","no_SIM","success","6.30539720865069e-09","5.07931175584269e-09","7.62109815565597e-09","1","1","1","6.30539720865069e-09","5.07931175584269e-09","7.62109815565597e-09","1","1","1","1","1","1","1","1","1","6.30539720865069e-09","5.07931175584269e-09","7.62109815565597e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-132.589587795442","267.179175590884","268.916845209167"
"200","Frenoy_Nor_1","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","2.68667607385092e-08","1.45750996802977e-08","4.40794094692117e-08","1","1","1","1","1","1","4.7465105058018","2.0839634889676","9.97703146850343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-123.879787106293","251.759574212587","247.759574212587"
"201","Frenoy_Nor_1","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"202","Frenoy_Nor_1","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"203","Frenoy_Nor_1","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"204","Frenoy_Nor_1","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"205","Frenoy_Nor_2","no_SIM","success","6.60078096225759e-09","5.36908254173653e-09","7.92142147556277e-09","1","1","1","6.60078096225759e-09","5.36908254173653e-09","7.92142147556277e-09","1","1","1","1","1","1","1","1","1","6.60078096225759e-09","5.36908254173653e-09","7.92142147556277e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-143.440382055015","288.88076411003","290.618433728313"
