"","ID","model","status","mu_UT_MLE","mu_UT_lower_bound","mu_UT_upper_bound","fitm_UT_MLE","fitm_UT_lower_bound","fitm_UT_upper_bound","mu_S_MLE","mu_S_lower_bound","mu_S_upper_bound","fitm_S_MLE","fitm_S_lower_bound","fitm_S_upper_bound","fitm_ratio_MLE","fitm_ratio_lower_bound","fitm_ratio_upper_bound","M_MLE","M_lower_bound","M_upper_bound","mu_off_MLE","mu_off_lower_bound","mu_off_upper_bound","S_MLE","S_lower_bound","S_upper_bound","mu_on_MLE","mu_on_lower_bound","mu_on_upper_bound","f_on_MLE","f_on_lower_bound","f_on_upper_bound","rel_div_on_MLE","rel_div_on_lower_bound","rel_div_on_upper_bound","mu_inc_MLE","mu_inc_lower_bound","mu_inc_upper_bound","LL","AIC","BIC"
"285","Mo_Amp_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"286","Mo_Amp_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"287","Mo_Amp_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"288","Mo_Amp_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"289","Mo_Cip_MG1655","no_SIM","success","1.11405833866868e-07","9.2554741131202e-08","4.68893634085879e-07","1","1","1","1.11405833866868e-07","9.2554741131202e-08","4.68893634085879e-07","1","1","1","1","1","1","1","1","1","1.11405833866868e-07","9.2554741131202e-08","4.68893634085879e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.0080757146231","100.016151429246","100.501058079034"
"290","Mo_Cip_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","7.87992483448581e-08","0","Inf","1","1","1","1","1","1","2.97073170731707","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-57.243342387232","118.486684774464","114.486684774464"
"291","Mo_Cip_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"292","Mo_Cip_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"293","Mo_Cip_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.28593420082109e-07","6.14012948780592e-08","2.23652640523373e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-35.4208463480038","74.8416926960077","75.8115059955837"
"294","Mo_Cip_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"295","Mo_Cip_SulA","no_SIM","success","4.7151276304024e-08","3.97652722351957e-08","3.20024217850688e-07","1","1","1","4.7151276304024e-08","3.97652722351957e-08","3.20024217850688e-07","1","1","1","1","1","1","1","1","1","4.7151276304024e-08","3.97652722351957e-08","3.20024217850688e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.7774522893522","107.554904578704","108.039811228492"
"296","Mo_Cip_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","8.19112615656935e-08","0","Inf","1","1","1","1","1","1","13.8976109215017","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.2855600616687","126.571120123337","122.571120123337"
"297","Mo_Cip_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"298","Mo_Cip_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"299","Mo_Cip_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"300","Mo_Cip_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"301","Mo_MMC_MG1655","no_SIM","success","9.8143234597003e-08","8.05272687348198e-08","4.17985380811126e-07","1","1","1","9.8143234597003e-08","8.05272687348198e-08","4.17985380811126e-07","1","1","1","1","1","1","1","1","1","9.8143234597003e-08","8.05272687348198e-08","4.17985380811126e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.7321441347145","97.464288269429","97.949194919217"
"302","Mo_MMC_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","2.58741254846644e-07","1.97101806784637e-07","1.28890998094647e-06","1","1","1","1","1","1","9.75454545454545","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.5194794226786","95.0389588453572","91.0389588453572"
"303","Mo_MMC_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"304","Mo_MMC_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"305","Mo_MMC_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.44672785830777e-07","7.30756686400038e-08","2.44121022691162e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-38.8000823697379","81.6001647394758","82.5699780390518"
"306","Mo_MMC_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"307","Mo_MMC_SulA","no_SIM","success","1.96463651266767e-08","0","Inf","1","1","1","1.96463651266767e-08","0","Inf","1","1","1","1","1","1","1","1","1","1.96463651266767e-08","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.3705566041619","100.741113208324","101.226019858112"
"308","Mo_MMC_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","2.43308998770764e-08","0","Inf","1","1","1","1","1","1","4.12814274128143","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.4803594765565","114.960718953113","110.960718953113"
"309","Mo_MMC_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"310","Mo_MMC_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"311","Mo_MMC_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"312","Mo_MMC_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"313","Mo_Nitro_MG1655","no_SIM","success","1.93633949340033e-07","1.41577973203822e-07","3.36479083566591e-07","1","1","1","1.93633949340033e-07","1.41577973203822e-07","3.36479083566591e-07","1","1","1","1","1","1","1","1","1","1.93633949340033e-07","1.41577973203822e-07","3.36479083566591e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.2438111101415","84.487622220283","84.972528870071"
"314","Mo_Nitro_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","2.33226833550136e-07","1.88054458232402e-07","7.68307341098441e-07","1","1","1","1","1","1","8.7926517571885","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.669767036012","91.339534072024","87.339534072024"
"315","Mo_Nitro_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"316","Mo_Nitro_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"317","Mo_Nitro_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27476563393688e-07","6.06697075000589e-08","2.22340794111965e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-35.0760025983412","74.1520051966825","75.1218184962585"
"318","Mo_Nitro_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"319","Mo_Nitro_SulA","no_SIM","success","1.48374690386733e-07","8.81580636089168e-08","2.30511393901213e-07","1","1","1","1.48374690386733e-07","8.81580636089168e-08","2.30511393901213e-07","1","1","1","1","1","1","1","1","1","1.48374690386733e-07","8.81580636089168e-08","2.30511393901213e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.9341208656941","125.868241731388","126.353148381176"
"320","Mo_Nitro_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","8.09090896912345e-08","0","Inf","1","1","1","1","1","1","13.7275757575758","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-78.1008682101912","160.201736420382","156.201736420382"
"321","Mo_Nitro_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"322","Mo_Nitro_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"323","Mo_Nitro_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"324","Mo_Nitro_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"325","Mo_Novo_MG1655","no_SIM","success","7.95755956191917e-08","6.78687385788134e-08","2.48269934009886e-07","1","1","1","7.95755956191917e-08","6.78687385788134e-08","2.48269934009886e-07","1","1","1","1","1","1","1","1","1","7.95755956191917e-08","6.78687385788134e-08","2.48269934009886e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.9737740219838","77.9475480439676","78.4324546937556"
"326","Mo_Novo_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","3.15789468930897e-08","0","Inf","1","1","1","1","1","1","1.19052631578947","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.0683403192453","106.136680638491","102.136680638491"
"327","Mo_Novo_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"328","Mo_Novo_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"329","Mo_Novo_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.16435025915662e-07","5.48207074851557e-08","1.93810816803276e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-33.4040024541462","70.8080049082924","71.7778182078684"
"330","Mo_Novo_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"331","Mo_Novo_SulA","no_SIM","success","8.8408643070045e-08","6.98662720317767e-08","1.68566257617026e-07","1","1","1","8.8408643070045e-08","6.98662720317767e-08","1.68566257617026e-07","1","1","1","1","1","1","1","1","1","8.8408643070045e-08","6.98662720317767e-08","1.68566257617026e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.1731005391086","76.3462010782172","76.8311077280052"
"332","Mo_Novo_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","2.54237284308773e-08","0","Inf","1","1","1","1","1","1","4.3135593220339","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.3328308853054","126.665661770611","122.665661770611"
"333","Mo_Novo_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"334","Mo_Novo_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"335","Mo_Novo_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"336","Mo_Novo_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"337","Mo_Strep_MG1655","no_SIM","success","6.10079566413803e-08","4.18504985435046e-08","1.51112202750349e-07","1","1","1","6.10079566413803e-08","4.18504985435046e-08","1.51112202750349e-07","1","1","1","1","1","1","1","1","1","6.10079566413803e-08","4.18504985435046e-08","1.51112202750349e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-30.2319016663722","62.4638033327444","62.9487099825324"
"338","Mo_Strep_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","5.51558738949963e-08","2.31192146022773e-08","1.27451347236654e-07","1","1","1","1","1","1","2.07937647714046","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-34.0029515469461","72.0059030938923","68.0059030938923"
"339","Mo_Strep_MG1655","hom_fitm","success","8.78749739376145e-08","0","Inf","1.15648492439453","0","Inf","4.7447969308933e-08","0","Inf","1.15648492439453","0","Inf","1","1","1","0.539948601778454","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.5621114133684","63.1242228267367","64.5789427761007"
"340","Mo_Strep_MG1655","hom_fitm_unconstr","success","1.08356431216588e-07","0","Inf","1.05338571850226","0","Inf","4.01963724177375e-08","7.60272143908163e-09","1.4610125802112e-07","1.26605171201328","0","2.87539320935643","1.20188805465618","0","Inf","0.370964343938119","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-28.4880423041286","64.9760846082572","61.9458979078332"
"341","Mo_Strep_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.62483530580545e-08","4.55752121819666e-08","1.40628108261457e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-29.5452423661062","63.0904847322124","64.0602980317884"
"342","Mo_Strep_MG1655","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.761701194310491","1.73977165248293e-16","1.00378871936266","1.21533137375778e-07","5.5444725865791e-08","2.1747428783873e-07","0.122997256420055","0","279.021168423942","3.15145813357754e-08","0","Inf","0.321724795002012","0","1","3.84905710493319","0","1985355.13198671","0.259308547580179","0","Inf","-28.422847449087","64.845694898174","66.785321497326"
"343","Mo_Strep_SulA","no_SIM","success","1.57170921013413e-08","0","Inf","1","1","1","1.57170921013413e-08","0","Inf","1","1","1","1","1","1","1","1","1","1.57170921013413e-08","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-38.9533216036848","79.9066432073696","80.3915498571576"
"344","Mo_Strep_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","1.85614846394031e-08","0","Inf","1","1","1","1","1","1","3.1492652745553","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.2393895179292","92.4787790358583","88.4787790358583"
"345","Mo_Strep_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"346","Mo_Strep_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"347","Mo_Strep_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"348","Mo_Strep_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"349","Mo_Trim_MG1655","no_SIM","success","1.34200108496325e-07","9.09376087233038e-08","1.84898291060448e-07","1","1","1","1.34200108496325e-07","9.09376087233038e-08","1.84898291060448e-07","1","1","1","1","1","1","1","1","1","1.34200108496325e-07","9.09376087233038e-08","1.84898291060448e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.9945076713548","93.9890153427095","94.4739219924975"
"350","Mo_Trim_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","6.74418594499707e-08","5.43174959599831e-08","2.55234620963762e-07","1","1","1","1","1","1","2.54255813953488","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.1711887142012","114.342377428402","110.342377428402"
"351","Mo_Trim_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"352","Mo_Trim_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"353","Mo_Trim_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.34201927271033e-07","7.58726469983097e-08","1.84898291028253e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-45.9945076747848","95.9890153495697","96.9588286491457"
"354","Mo_Trim_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"355","Mo_Trim_SulA","no_SIM","success","1.5178361758855e-07","9.41839979733087e-08","2.22757327947834e-07","1","1","1","1.5178361758855e-07","9.41839979733087e-08","2.22757327947834e-07","1","1","1","1","1","1","1","1","1","1.5178361758855e-07","9.41839979733087e-08","2.22757327947834e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.0385440034445","108.077088006889","108.561994656677"
"356","Mo_Trim_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","9.11564612129325e-08","7.2765383549193e-08","7.42199329843895e-07","1","1","1","1","1","1","15.4662131519274","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-68.7568104419125","141.513620883825","137.513620883825"
"357","Mo_Trim_SulA","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"358","Mo_Trim_SulA","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"359","Mo_Trim_SulA","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"360","Mo_Trim_SulA","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"361","Schmidt_BAC_Abaylyi","no_SIM","success","1.88176831745412e-10","1.00839796186175e-10","3.15294519722121e-10","1","1","1","1.88176831745412e-10","1.00839796186175e-10","3.15294519722121e-10","1","1","1","1","1","1","1","1","1","1.88176831745412e-10","1.00839796186175e-10","3.15294519722121e-10","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-78.9792908605365","159.958581721073","162.522929912541"
"362","Schmidt_BAC_Abaylyi","hom_wo_fitm","success","3.28666282841531e-10","1.30732247154113e-10","6.65185679241037e-10","1","1","1","1.31915951755269e-10","5.24749292459315e-11","2.66958745931034e-10","1","1","1","1","1","1","0.401367461897129","0.0788876412760483","2.04202675118351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-77.7675745484531","159.535149096906","155.535149096906"
"363","Schmidt_BAC_Abaylyi","hom_fitm","success","3.21803069270946e-10","1.27921512990981e-10","6.51924801588958e-10","1.78171025990004","0.995848502706883","3.47751552183997","1.29381282881772e-10","5.1434722703542e-11","2.62094087666304e-10","1.78171025990004","0.995848502706883","3.47751552183997","1","1","1","0.402051115220525","0.159893130174939","1.01098806380699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-75.8759047816551","157.75180956331","165.444854137714"
